timebase,lv_dab.i_out,lv_dab.i_in,lv_dab.v_out,mv_dab.v_out,mv_dab.i_in
0.78576,0,16.7884,26.5487,245.811,103.739
0.7858,0,16.8076,26.5042,245.812,103.74
0.78584,0,16.8295,26.6388,245.813,103.741
0.78588,0,16.8592,26.6425,245.813,103.742
0.78592,0,16.8857,26.6344,245.814,103.744
0.78596,0,16.8977,26.7743,245.813,103.745
0.786,0,16.9144,26.7764,245.813,103.745
0.78604,0,16.9344,26.7127,245.812,103.747
0.78608,0,16.9404,26.7629,245.811,103.749
0.78612,0,16.9392,26.7102,245.81,103.75
0.78616,0,16.931,26.7174,245.809,103.752
0.7862,0,16.9229,26.6959,245.809,103.753
0.78624,0,16.917,26.5902,245.809,103.754
0.78628,0,16.901,26.7337,245.809,103.756
0.78632,0,16.9004,26.7262,245.809,103.758
0.78636,0,16.9144,26.6355,245.809,103.759
0.7864,0,16.9181,26.5861,245.81,103.76
0.78644,0,16.9021,26.5808,245.81,103.762
0.78648,0,16.879,26.5642,245.81,103.764
0.78652,0,16.862,26.4935,245.811,103.765
0.78656,0,16.8479,26.2532,245.813,103.766
0.7866,0,16.8073,26.2507,245.815,103.767
0.78664,0,16.7583,26.1526,245.817,103.768
0.78668,0,16.7145,26.2852,245.82,103.769
0.78672,0,16.7085,26.2893,245.823,103.769
0.78676,0,16.7323,26.2297,245.828,103.77
0.7868,0,16.7507,26.2313,245.832,103.769
0.78684,0,16.7509,26.1805,245.835,103.769
0.78688,0,16.7326,26.3917,245.837,103.769
0.78692,0,16.7389,26.3561,245.84,103.769
0.78696,0,16.763,26.6685,245.843,103.768
0.787,0,16.8246,26.5937,245.846,103.767
0.78704,0,16.88,26.5328,245.847,103.765
0.78708,0,16.8923,26.6264,245.848,103.763
0.78712,0,16.882,26.5322,245.847,103.762
0.78716,0,16.8587,26.5991,245.846,103.761
0.7872,0,16.8473,26.6041,245.846,103.76
0.78724,0,16.8528,26.6742,245.846,103.759
0.78728,0,16.8739,26.6124,245.847,103.758
0.78732,0,16.8864,26.5719,245.847,103.757
0.78736,0,16.8778,26.6201,245.846,103.756
0.7874,0,16.8647,26.7198,245.845,103.756
0.78744,0,16.8718,26.7658,245.845,103.755
0.78748,0,16.8986,26.768,245.844,103.754
0.78752,0,16.9248,26.7638,245.844,103.753
0.78756,0,16.9351,26.8582,245.842,103.752
0.7876,0,16.9427,26.8038,245.841,103.751
0.78764,0,16.9431,26.7764,245.839,103.75
0.78768,0,16.9343,26.5922,245.837,103.75
0.78772,0,16.8996,26.5709,245.835,103.75
0.78776,0,16.8556,26.52,245.834,103.75
0.7878,0,16.8199,26.5272,245.834,103.75
0.78784,0,16.8055,26.7276,245.834,103.75
0.78788,0,16.8352,26.6697,245.835,103.75
0.78792,0,16.8748,26.7759,245.836,103.75
0.78796,0,16.9089,26.5631,245.835,103.75
0.788,0,16.8977,26.7862,245.834,103.749
0.78804,0,16.886,26.6095,245.833,103.749
0.78808,0,16.869,26.6226,245.832,103.749
0.78812,0,16.854,26.7816,245.831,103.749
0.78816,0,16.8675,26.3872,245.831,103.749
0.7882,0,16.8464,26.6122,245.831,103.749
0.78824,0,16.8251,26.6194,245.831,103.749
0.78828,0,16.8233,26.6753,245.831,103.749
0.78832,0,16.8439,26.6238,245.832,103.749
0.78836,0,16.8611,26.5529,245.832,103.749
0.7884,0,16.8545,26.469,245.832,103.749
0.78844,0,16.8218,26.5848,245.832,103.749
0.78848,0,16.8026,26.5205,245.832,103.749
0.78852,0,16.799,26.4456,245.832,103.749
0.78856,0,16.794,26.4824,245.833,103.749
0.7886,0,16.7889,26.3706,245.834,103.749
0.78864,0,16.7717,26.2712,245.835,103.749
0.78868,0,16.7379,26.3072,245.836,103.748
0.78872,0,16.7107,26.3695,245.837,103.748
0.78876,0,16.7102,26.1744,245.839,103.748
0.7888,0,16.7024,26.3785,245.841,103.747
0.78884,0,16.7097,26.1822,245.843,103.746
0.78888,0,16.7032,26.3466,245.845,103.745
0.78892,0,16.7045,26.5628,245.847,103.744
0.78896,0,16.7442,26.567,245.848,103.743
0.789,0,16.798,26.5325,245.85,103.742
0.78904,0,16.8278,26.4101,245.85,103.74
0.78908,0,16.8098,26.5549,245.849,103.739
0.78912,0,16.7872,26.4702,245.848,103.737
0.78916,0,16.7722,26.4062,245.847,103.737
0.7892,0,16.7597,26.3336,245.847,103.736
0.78924,0,16.7408,26.5619,245.847,103.735
0.78928,0,16.7517,26.5916,245.847,103.734
0.78932,0,16.7883,26.2923,245.848,103.733
0.78936,0,16.7836,26.1698,245.848,103.732
0.7894,0,16.7247,26.2598,245.847,103.732
0.78944,0,16.6688,26.229,245.846,103.73
0.78948,0,16.6463,26.2937,245.847,103.729
0.78952,0,16.6625,25.9781,245.849,103.728
0.78956,0,16.6513,26.0162,245.851,103.727
0.7896,0,16.6155,26.0732,245.851,103.726
0.78964,0,16.59,26.0096,245.853,103.725
0.78968,0,16.5799,26.0342,245.855,103.724
0.78972,0,16.5839,25.8692,245.857,103.722
0.78976,0,16.5713,26.0328,245.859,103.72
0.7898,0,16.5671,25.7368,245.86,103.718
0.78984,0,16.5379,25.8852,245.862,103.716
0.78988,0,16.5151,25.9059,245.864,103.714
0.78992,0,16.5158,25.9018,245.866,103.712
0.78996,0,16.5311,25.7997,245.868,103.709
0.79,0,16.532,25.807,245.87,103.707
0.79004,0,16.5182,25.8984,245.871,103.705
0.79008,0,16.5147,25.7308,245.872,103.702
0.79012,0,16.503,25.6309,245.873,103.699
0.79016,0,16.4718,25.7626,245.874,103.697
0.7902,0,16.4562,25.8714,245.875,103.694
0.79024,0,16.4781,26.0556,245.876,103.691
0.79028,0,16.541,25.965,245.878,103.688
0.79032,0,16.5914,25.957,245.878,103.685
0.79036,0,16.6027,25.9791,245.877,103.682
0.7904,0,16.588,26.0849,245.874,103.679
0.79044,0,16.585,26.0377,245.872,103.676
0.79048,0,16.5937,25.9876,245.871,103.674
0.79052,0,16.5976,25.8921,245.869,103.672
0.79056,0,16.5809,25.9588,245.867,103.67
0.7906,0,16.5652,25.976,245.864,103.669
0.79064,0,16.5645,26.0983,245.862,103.667
0.79068,0,16.5917,25.9195,245.861,103.665
0.79072,0,16.6038,26.0778,245.859,103.663
0.79076,0,16.6134,26.2179,245.856,103.662
0.7908,0,16.6427,26.0951,245.854,103.66
0.79084,0,16.6629,26.1705,245.851,103.659
0.79088,0,16.6742,26.3221,245.847,103.658
0.79092,0,16.6987,26.1178,245.844,103.658
0.79096,0,16.7027,26.1711,245.84,103.657
0.791,0,16.6931,26.1636,245.836,103.657
0.79104,0,16.6834,26.2748,245.832,103.657
0.79108,0,16.6963,26.4328,245.829,103.658
0.79112,0,16.7443,26.4511,245.826,103.659
0.79116,0,16.8002,26.4605,245.822,103.66
0.7912,0,16.8357,26.4199,245.818,103.661
0.79124,0,16.8384,26.5653,245.812,103.662
0.79128,0,16.8423,26.2626,245.807,103.664
0.79132,0,16.8174,26.3414,245.802,103.667
0.79136,0,16.7892,26.126,245.798,103.669
0.7914,0,16.7504,26.3843,245.795,103.672
0.79144,0,16.7517,26.4496,245.792,103.675
0.79148,0,16.7977,26.2726,245.791,103.678
0.79152,0,16.828,26.3568,245.789,103.681
0.79156,0,16.8358,26.4447,245.786,103.685
0.7916,0,16.8431,26.4332,245.783,103.688
0.79164,0,16.8548,26.1585,245.781,103.691
0.79168,0,16.8311,26.3835,245.779,103.695
0.79172,0,16.8179,26.2963,245.777,103.699
0.79176,0,16.8186,26.3028,245.776,103.703
0.7918,0,16.8284,26.4075,245.775,103.707
0.79184,0,16.853,26.2847,245.775,103.711
0.79188,0,16.8642,26.2637,245.774,103.715
0.79192,0,16.8554,26.1037,245.774,103.718
0.79196,0,16.8197,26.0257,245.773,103.722
0.792,0,16.772,26.2022,245.773,103.726
0.79204,0,16.7636,26.1999,245.775,103.73
0.79208,0,16.7931,26.116,245.777,103.734
0.79212,0,16.8193,26.3479,245.78,103.737
0.79216,0,16.855,26.3247,245.781,103.741
0.7922,0,16.8871,26.3712,245.782,103.744
0.79224,0,16.9101,26.4896,245.783,103.747
0.79228,0,16.9369,26.5064,245.784,103.75
0.79232,0,16.9639,26.4513,245.784,103.753
0.79236,0,16.9746,26.452,245.784,103.756
0.7924,0,16.9707,26.3268,245.784,103.759
0.79244,0,16.9463,26.3556,245.784,103.762
0.79248,0,16.9231,26.1278,245.784,103.765
0.79252,0,16.8856,26.2683,245.786,103.768
0.79256,0,16.8679,26.4474,245.787,103.772
0.7926,0,16.9004,26.2407,245.79,103.774
0.79264,0,16.928,26.5445,245.793,103.777
0.79268,0,16.9676,26.3826,245.795,103.779
0.79272,0,16.9861,26.5658,245.797,103.781
0.79276,0,17.0026,26.6406,245.797,103.783
0.7928,0,17.0302,26.6602,245.798,103.785
0.79284,0,17.0603,26.9339,245.799,103.787
0.79288,0,17.1152,26.6984,245.799,103.789
0.79292,0,17.1404,26.6304,245.799,103.791
0.79296,0,17.1179,26.9355,245.798,103.793
0.793,0,17.1165,26.8216,245.797,103.795
0.79304,0,17.1319,26.7792,245.797,103.797
0.79308,0,17.1417,26.8637,245.796,103.799
0.79312,0,17.1503,26.9722,245.796,103.802
0.79316,0,17.1721,26.8982,245.796,103.804
0.7932,0,17.1874,26.9125,245.795,103.806
0.79324,0,17.1906,26.8639,245.795,103.808
0.79328,0,17.1793,26.8961,245.794,103.81
0.79332,0,17.1687,27.0638,245.794,103.813
0.79336,0,17.1883,27.0212,245.794,103.815
0.7934,0,17.219,27.0937,245.794,103.818
0.79344,0,17.2475,27.1253,245.794,103.82
0.79348,0,17.2664,27.0802,245.793,103.822
0.79352,0,17.2665,27.1443,245.792,103.825
0.79356,0,17.2634,27.2647,245.792,103.827
0.7936,0,17.2802,27.1752,245.791,103.829
0.79364,0,17.2955,27.2142,245.791,103.832
0.79368,0,17.3027,27.2205,245.79,103.835
0.79372,0,17.3029,27.2023,245.79,103.837
0.79376,0,17.2971,27.1463,245.789,103.84
0.7938,0,17.2831,27.0839,245.789,103.842
0.79384,0,17.2606,27.1212,245.789,103.845
0.79388,0,17.2455,27.0512,245.79,103.848
0.79392,0,17.2342,27.1068,245.791,103.85
0.79396,0,17.2336,27.2407,245.793,103.852
0.794,0,17.257,27.238,245.795,103.854
0.79404,0,17.2869,27.3216,245.796,103.856
0.79408,0,17.3147,27.0734,245.798,103.858
0.79412,0,17.2974,27.0023,245.798,103.861
0.79416,0,17.2414,27.1786,245.799,103.862
0.7942,0,17.2105,27.147,245.8,103.864
0.79424,0,17.2155,27.2066,245.803,103.866
0.79428,0,17.2441,27.3165,245.806,103.867
0.79432,0,17.2834,27.396,245.808,103.868
0.79436,0,17.3207,27.259,245.81,103.869
0.7944,0,17.3226,27.2892,245.811,103.87
0.79444,0,17.2999,27.4063,245.811,103.871
0.79448,0,17.2908,27.2212,245.812,103.872
0.79452,0,17.2772,27.1599,245.813,103.873
0.79456,0,17.2498,27.5391,245.815,103.873
0.7946,0,17.27,27.3976,245.817,103.874
0.79464,0,17.305,27.3075,245.819,103.875
0.79468,0,17.3109,27.4779,245.821,103.876
0.79472,0,17.3091,27.3715,245.821,103.876
0.79476,0,17.2963,27.3988,245.822,103.876
0.7948,0,17.283,27.2398,245.823,103.876
0.79484,0,17.2544,27.3628,245.824,103.876
0.79488,0,17.2373,27.451,245.826,103.876
0.79492,0,17.2491,27.3984,245.828,103.876
0.79496,0,17.2668,27.4564,245.83,103.876
0.795,0,17.2793,27.2622,245.832,103.876
0.79504,0,17.2559,27.3292,245.833,103.875
0.79508,0,17.2206,27.3317,245.834,103.875
0.79512,0,17.1973,27.345,245.836,103.874
0.79516,0,17.194,27.2179,245.838,103.873
0.7952,0,17.1843,27.2468,245.84,103.872
0.79524,0,17.1679,27.0522,245.843,103.872
0.79528,0,17.1274,27.3412,245.845,103.87
0.79532,0,17.1184,27.1077,245.847,103.868
0.79536,0,17.1122,27.3137,245.85,103.867
0.7954,0,17.1237,27.0856,245.853,103.865
0.79544,0,17.1132,27.2699,245.856,103.864
0.79548,0,17.1051,27.1313,245.858,103.861
0.79552,0,17.0887,27.1784,245.86,103.859
0.79556,0,17.0736,27.1769,245.862,103.857
0.7956,0,17.065,27.1648,245.864,103.854
0.79564,0,17.059,27.0937,245.867,103.851
0.79568,0,17.0438,27.0179,245.869,103.849
0.79572,0,17.0136,27.1143,245.871,103.846
0.79576,0,16.9947,27.0988,245.873,103.843
0.7958,0,16.9907,27.078,245.875,103.839
0.79584,0,16.9905,27.2322,245.877,103.836
0.79588,0,17.0062,27.1894,245.879,103.833
0.79592,0,17.0201,27.1497,245.881,103.83
0.79596,0,17.0155,27.2452,245.882,103.826
0.796,0,17.0088,27.1459,245.882,103.822
0.79604,0,16.9934,27.0908,245.882,103.819
0.79608,0,16.9673,27.0953,245.883,103.815
0.79612,0,16.9421,27.1219,245.883,103.812
0.79616,0,16.9301,27.0238,245.884,103.808
0.7962,0,16.9169,27.1947,245.885,103.804
0.79624,0,16.922,27.023,245.885,103.801
0.79628,0,16.9164,27.0684,245.886,103.797
0.79632,0,16.9016,27.0564,245.886,103.793
0.79636,0,16.8849,27.0488,245.886,103.789
0.7964,0,16.8714,26.9804,245.886,103.785
0.79644,0,16.8546,27.0469,245.886,103.782
0.79648,0,16.8457,26.9716,245.886,103.778
0.79652,0,16.8354,27.0888,245.887,103.774
0.79656,0,16.8374,27.0378,245.887,103.771
0.7966,0,16.8405,27.0831,245.886,103.767
0.79664,0,16.8429,27.1657,245.886,103.763
0.79668,0,16.8528,27.084,245.885,103.76
0.79672,0,16.8531,26.9078,245.884,103.757
0.79676,0,16.8188,26.8591,245.883,103.753
0.7968,0,16.7644,26.8473,245.881,103.75
0.79684,0,16.7199,27.0564,245.88,103.747
0.79688,0,16.7278,26.7884,245.881,103.743
0.79692,0,16.7343,26.8918,245.881,103.74
0.79696,0,16.7322,26.7914,245.881,103.737
0.797,0,16.7116,26.6755,245.88,103.734
0.79704,0,16.67,26.6863,245.88,103.73
0.79708,0,16.6314,26.4016,245.879,103.727
0.79712,0,16.5761,26.4705,245.88,103.724
0.79716,0,16.5318,26.3632,245.881,103.722
0.7972,0,16.5011,26.0526,245.882,103.719
0.79724,0,16.4457,26.0944,245.884,103.715
0.79728,0,16.3891,26.1252,245.887,103.711
0.79732,0,16.3616,26.1651,245.89,103.708
0.79736,0,16.3691,26.3189,245.893,103.704
0.7974,0,16.4104,26.1428,245.897,103.7
0.79744,0,16.43,26.1085,245.899,103.696
0.79748,0,16.4107,25.8874,245.9,103.691
0.79752,0,16.3463,25.972,245.901,103.686
0.79756,0,16.29,25.9596,245.902,103.681
0.7976,0,16.2692,25.9117,245.904,103.677
0.79764,0,16.272,26.0438,245.907,103.673
0.79768,0,16.2964,26.1144,245.909,103.667
0.79772,0,16.3312,25.9613,245.911,103.662
0.79776,0,16.3355,25.9665,245.911,103.657
0.7978,0,16.3121,25.865,245.911,103.652
0.79784,0,16.2716,25.8253,245.91,103.647
0.79788,0,16.2332,25.6165,245.91,103.642
0.79792,0,16.1863,25.8731,245.911,103.637
0.79796,0,16.1794,25.7226,245.911,103.632
0.798,0,16.1888,25.5393,245.912,103.627
0.79804,0,16.1703,25.6534,245.913,103.622
0.79808,0,16.1466,25.8254,245.913,103.617
0.79812,0,16.158,25.6103,245.913,103.612
0.79816,0,16.166,25.7553,245.913,103.607
0.7982,0,16.1756,25.818,245.912,103.602
0.79824,0,16.1933,25.5879,245.911,103.597
0.79828,0,16.1816,25.5973,245.91,103.592
0.79832,0,16.1494,25.436,245.907,103.587
0.79836,0,16.101,25.5693,245.905,103.583
0.7984,0,16.0794,25.7091,245.904,103.579
0.79844,0,16.109,25.5626,245.903,103.575
0.79848,0,16.141,25.5046,245.903,103.571
0.79852,0,16.1411,25.5622,245.9,103.567
0.79856,0,16.1254,25.5862,245.897,103.563
0.7986,0,16.117,25.4725,245.895,103.558
0.79864,0,16.1075,25.4693,245.892,103.555
0.79868,0,16.0978,25.7344,245.89,103.552
0.79872,0,16.1273,25.4409,245.887,103.549
0.79876,0,16.1405,25.5168,245.885,103.547
0.7988,0,16.1351,25.6714,245.881,103.544
0.79884,0,16.1449,25.6114,245.878,103.54
0.79888,0,16.1628,25.4643,245.874,103.538
0.79892,0,16.1578,25.3178,245.87,103.536
0.79896,0,16.1172,25.4849,245.866,103.534
0.799,0,16.093,25.5486,245.863,103.533
0.79904,0,16.1109,25.376,245.86,103.532
0.79908,0,16.1288,25.3127,245.858,103.531
0.79912,0,16.1211,25.388,245.854,103.53
0.79916,0,16.1089,25.4446,245.851,103.53
0.7992,0,16.1153,25.357,245.848,103.53
0.79924,0,16.1257,25.4818,245.845,103.529
0.79928,0,16.1483,25.4068,245.843,103.529
0.79932,0,16.1646,25.3842,245.84,103.529
0.79936,0,16.1664,25.35,245.836,103.529
0.7994,0,16.1567,25.4413,245.833,103.53
0.79944,0,16.1605,25.6074,245.829,103.53
0.79948,0,16.2014,25.4767,245.827,103.531
0.79952,0,16.2383,25.5746,245.824,103.532
0.79956,0,16.2641,25.657,245.82,103.534
0.7996,0,16.2889,25.7225,245.816,103.536
0.79964,0,16.3199,25.6801,245.812,103.538
0.79968,0,16.3428,25.5919,245.808,103.539
0.79972,0,16.3413,25.5953,245.803,103.542
0.79976,0,16.3276,25.6028,245.798,103.545
0.7998,0,16.3207,25.6043,245.794,103.548
0.79984,0,16.3278,25.6552,245.791,103.552
0.79988,0,16.3508,25.8472,245.788,103.555
0.79992,0,16.4026,25.803,245.786,103.559
0.79996,0,16.4528,26.0628,245.783,103.562
0.8,0,16.5134,25.952,245.779,103.565
0.80004,0,16.5527,25.8704,245.774,103.57
0.80008,0,16.5514,26.082,245.769,103.574
0.80012,0,16.5578,25.8112,245.764,103.579
0.80016,0,16.5481,26.0717,245.76,103.585
0.8002,0,16.5631,26.0859,245.756,103.59
0.80024,0,16.603,26.1003,245.754,103.596
0.80028,0,16.6457,26.124,245.751,103.601
0.80032,0,16.6759,25.9532,245.747,103.608
0.80036,0,16.6667,26.3155,245.744,103.614
0.8004,0,16.6853,26.2016,245.74,103.62
0.80044,0,16.7205,26.203,245.738,103.627
0.80048,0,16.75,26.2493,245.735,103.634
0.80052,0,16.7701,25.9914,245.733,103.641
0.80056,0,16.7482,25.9512,245.73,103.648
0.8006,0,16.701,26.1149,245.728,103.654
0.80064,0,16.6883,26.1748,245.727,103.662
0.80068,0,16.7243,26.331,245.728,103.67
0.80072,0,16.7981,26.1836,245.729,103.677
0.80076,0,16.8453,26.153,245.729,103.684
0.8008,0,16.8443,26.1383,245.728,103.69
0.80084,0,16.8173,26.2013,245.727,103.697
0.80088,0,16.8047,26.1134,245.728,103.704
0.80092,0,16.8058,26.1441,245.729,103.711
0.80096,0,16.8179,26.075,245.731,103.718
0.801,0,16.8241,26.1226,245.733,103.725
0.80104,0,16.8291,25.8686,245.735,103.731
0.80108,0,16.8027,26.0153,245.737,103.738
0.80112,0,16.7822,25.9501,245.74,103.744
0.80116,0,16.7769,26.1244,245.744,103.75
0.8012,0,16.8072,26.1112,245.748,103.755
0.80124,0,16.8506,25.9771,245.753,103.76
0.80128,0,16.8627,26.0858,245.756,103.765
0.80132,0,16.8595,25.8976,245.759,103.77
0.80136,0,16.8329,25.923,245.763,103.774
0.8014,0,16.8054,26.017,245.767,103.779
0.80144,0,16.8076,26.1235,245.771,103.782
0.80148,0,16.8472,26.1288,245.777,103.785
0.80152,0,16.8947,26.3261,245.782,103.789
0.80156,0,16.9489,26.3217,245.785,103.792
0.8016,0,16.9892,26.3133,245.788,103.794
0.80164,0,17.0036,26.5237,245.79,103.797
0.80168,0,17.0266,26.4724,245.792,103.799
0.80172,0,17.0505,26.6808,245.794,103.801
0.80176,0,17.092,26.6787,245.795,103.803
0.8018,0,17.1339,26.6166,245.797,103.805
0.80184,0,17.1488,26.8083,245.797,103.807
0.80188,0,17.1637,26.7345,245.797,103.809
0.80192,0,17.1735,26.7522,245.796,103.811
0.80196,0,17.1781,26.7256,245.796,103.814
0.802,0,17.1753,26.8763,245.796,103.816
0.80204,0,17.1893,26.9642,245.796,103.818
0.80208,0,17.2261,26.9648,245.797,103.82
0.80212,0,17.2628,26.9844,245.797,103.822
0.80216,0,17.283,26.9355,245.796,103.825
0.8022,0,17.2781,27.0049,245.795,103.827
0.80224,0,17.27,27.0615,245.793,103.829
0.80228,0,17.2774,27.0251,245.793,103.831
0.80232,0,17.2897,26.8027,245.793,103.833
0.80236,0,17.2672,27.0239,245.792,103.836
0.8024,0,17.253,27.0239,245.792,103.838
0.80244,0,17.2613,27.0548,245.792,103.841
0.80248,0,17.2845,27.0975,245.793,103.844
0.80252,0,17.3097,27.082,245.794,103.846
0.80256,0,17.3219,27.0733,245.794,103.848
0.8026,0,17.3183,27.2573,245.793,103.85
0.80264,0,17.3317,27.073,245.793,103.851
0.80268,0,17.3341,26.9765,245.794,103.854
0.80272,0,17.3081,26.9183,245.794,103.857
0.80276,0,17.2646,26.9916,245.794,103.859
0.8028,0,17.2398,26.9135,245.795,103.861
0.80284,0,17.2318,27.0603,245.797,103.862
0.80288,0,17.2515,27.0375,245.8,103.865
0.80292,0,17.2774,27.2183,245.802,103.867
0.80296,0,17.3142,27.1532,245.804,103.868
0.803,0,17.3368,27.1149,245.805,103.87
0.80304,0,17.3318,27.141,245.806,103.871
0.80308,0,17.3146,27.1468,245.806,103.873
0.80312,0,17.3019,27.0775,245.807,103.874
0.80316,0,17.2902,27.1044,245.809,103.875
0.8032,0,17.2834,27.1193,245.81,103.876
0.80324,0,17.2837,26.9996,245.812,103.877
0.80328,0,17.2707,26.9894,245.814,103.877
0.80332,0,17.2472,27.0808,245.816,103.878
0.80336,0,17.2387,27.2488,245.818,103.879
0.8034,0,17.2678,27.3174,245.821,103.879
0.80344,0,17.3191,27.4671,245.823,103.879
0.80348,0,17.3772,27.4845,245.825,103.879
0.80352,0,17.4161,27.3016,245.825,103.879
0.80356,0,17.4003,27.1967,245.824,103.879
0.8036,0,17.3389,27.3006,245.823,103.879
0.80364,0,17.2914,27.2666,245.823,103.879
0.80368,0,17.2775,27.1369,245.824,103.88
0.80372,0,17.2698,27.0729,245.826,103.88
0.80376,0,17.2489,27.3756,245.828,103.88
0.8038,0,17.2612,27.2827,245.83,103.88
0.80384,0,17.2859,27.2112,245.832,103.879
0.80388,0,17.2902,27.3339,245.834,103.879
0.80392,0,17.288,27.1086,245.835,103.878
0.80396,0,17.2577,26.9184,245.836,103.878
0.804,0,17.1906,27.0881,245.837,103.877
0.80404,0,17.146,26.907,245.838,103.876
0.80408,0,17.1196,27.082,245.842,103.875
0.80412,0,17.1284,27.0243,245.845,103.874
0.80416,0,17.1466,27.1834,245.849,103.873
0.8042,0,17.174,27.107,245.852,103.872
0.80424,0,17.1855,26.8489,245.854,103.87
0.80428,0,17.1431,27.1983,245.855,103.867
0.80432,0,17.1212,26.9041,245.856,103.865
0.80436,0,17.0994,26.9445,245.859,103.863
0.8044,0,17.0802,27.0779,245.861,103.86
0.80444,0,17.0846,27.0358,245.863,103.859
0.80448,0,17.0975,27.0813,245.866,103.856
0.80452,0,17.1093,27.0488,245.868,103.853
0.80456,0,17.1077,26.8754,245.869,103.85
0.8046,0,17.0722,26.9844,245.87,103.846
0.80464,0,17.0388,27.2814,245.871,103.844
0.80468,0,17.0645,27.225,245.873,103.841
0.80472,0,17.1166,27.2251,245.874,103.838
0.80476,0,17.1507,27.2301,245.875,103.835
0.8048,0,17.1512,27.0685,245.874,103.832
0.80484,0,17.1093,27.1467,245.872,103.828
0.80488,0,17.0666,26.9059,245.871,103.826
0.80492,0,17.0172,27.2104,245.871,103.823
0.80496,0,17.015,27.4125,245.872,103.821
0.805,0,17.076,27.2858,245.873,103.818
0.80504,0,17.1321,27.1659,245.873,103.815
0.80508,0,17.1294,27.205,245.871,103.812
0.80512,0,17.0884,27.1936,245.869,103.809
0.80516,0,17.0469,27.1173,245.867,103.806
0.8052,0,17.0178,27.1374,245.866,103.804
0.80524,0,17.0075,27.197,245.866,103.802
0.80528,0,17.0168,27.2043,245.865,103.8
0.80532,0,17.0318,27.2575,245.865,103.797
0.80536,0,17.045,27.1037,245.864,103.795
0.8054,0,17.0302,27.037,245.863,103.792
0.80544,0,16.9888,27.0281,245.861,103.79
0.80548,0,16.9467,26.9255,245.86,103.789
0.80552,0,16.9108,26.7628,245.86,103.787
0.80556,0,16.8686,26.8031,245.86,103.785
0.8056,0,16.8367,26.9109,245.861,103.783
0.80564,0,16.838,26.9601,245.862,103.78
0.80568,0,16.8656,26.8071,245.864,103.778
0.80572,0,16.8729,26.8245,245.865,103.776
0.80576,0,16.8553,26.9959,245.865,103.774
0.8058,0,16.8519,26.9366,245.865,103.772
0.80584,0,16.8594,27.006,245.866,103.769
0.80588,0,16.8748,26.7981,245.866,103.767
0.80592,0,16.8599,26.936,245.865,103.765
0.80596,0,16.8407,26.8536,245.865,103.762
0.806,0,16.8223,26.8103,245.864,103.761
0.80604,0,16.8043,26.9129,245.864,103.758
0.80608,0,16.8039,26.9514,245.865,103.756
0.80612,0,16.8207,26.8304,245.865,103.754
0.80616,0,16.8228,26.7598,245.865,103.752
0.8062,0,16.7975,26.9422,245.864,103.749
0.80624,0,16.7864,26.792,245.863,103.747
0.80628,0,16.778,26.7087,245.863,103.745
0.80632,0,16.7573,26.7599,245.863,103.743
0.80636,0,16.7385,26.6846,245.863,103.742
0.8064,0,16.7208,26.7677,245.863,103.739
0.80644,0,16.7182,26.7177,245.863,103.737
0.80648,0,16.7205,26.8471,245.864,103.735
0.80652,0,16.7362,26.7692,245.864,103.733
0.80656,0,16.745,26.7774,245.864,103.731
0.8066,0,16.7414,26.7825,245.863,103.729
0.80664,0,16.7313,26.66,245.862,103.727
0.80668,0,16.7071,26.62,245.862,103.724
0.80672,0,16.6754,26.5836,245.861,103.722
0.80676,0,16.647,26.5186,245.861,103.721
0.8068,0,16.6233,26.3519,245.861,103.719
0.80684,0,16.5875,26.3253,245.862,103.717
0.80688,0,16.5482,26.2929,245.863,103.715
0.80692,0,16.5185,26.1608,245.865,103.713
0.80696,0,16.4886,26.1538,245.867,103.712
0.807,0,16.4637,26.2209,245.869,103.709
0.80704,0,16.4592,26.1926,245.871,103.706
0.80708,0,16.4657,26.171,245.874,103.704
0.80712,0,16.4689,25.8203,245.876,103.701
0.80716,0,16.4195,26.0176,245.878,103.698
0.8072,0,16.3718,26.1224,245.879,103.694
0.80724,0,16.371,26.0077,245.882,103.691
0.80728,0,16.3893,25.9414,245.885,103.688
0.80732,0,16.3917,25.7151,245.887,103.685
0.80736,0,16.3467,25.7785,245.888,103.681
0.8074,0,16.2928,25.5942,245.889,103.677
0.80744,0,16.2404,25.829,245.892,103.673
0.80748,0,16.2379,25.5781,245.895,103.669
0.80752,0,16.2412,25.8235,245.898,103.665
0.80756,0,16.2627,25.5518,245.9,103.661
0.8076,0,16.2554,25.5809,245.902,103.657
0.80764,0,16.2257,25.6146,245.903,103.652
0.80768,0,16.2026,25.4167,245.905,103.648
0.80772,0,16.1724,25.5697,245.906,103.643
0.80776,0,16.1637,25.5404,245.908,103.638
0.8078,0,16.1731,25.6612,245.909,103.633
0.80784,0,16.2017,25.5484,245.911,103.628
0.80788,0,16.2158,25.6201,245.911,103.623
0.80792,0,16.2175,25.4851,245.911,103.618
0.80796,0,16.1971,25.395,245.91,103.613
0.808,0,16.158,25.5467,245.909,103.608
0.80804,0,16.1441,25.6685,245.908,103.604
0.80808,0,16.1762,25.621,245.908,103.599
0.80812,0,16.2185,25.7178,245.907,103.595
0.80816,0,16.254,25.8223,245.905,103.59
0.8082,0,16.2844,25.7671,245.902,103.585
0.80824,0,16.2972,25.8546,245.898,103.582
